101540,Alonso,Z,Dibble,2,M,4/26/1971,148374,480-610-7016,Ga;9Kg!pfEX<;s1
101541,Cherly,C,Dick,2,F,1/13/1995,76231,212-239-0817,sN.CV^BGml
101542,Trang,G,Dick,2,F,1/22/1989,156537,229-870-9043,X~uUceJs1YlFS
101543,Gerard,Q,Dickens,3,M,4/24/1977,141445,303-637-7446,DaCw4kqv
101544,Lorette,D,Dickey,4,F,09/12/1960,114180,229-750-2007,yNt<zI]$lk
101545,Yon,B,Dickson,3,F,03/06/1969,186546,209-201-1438,88s}Crn}
101546,Zane,V,Diehl,3,M,04/05/1958,146232,304-488-2999,tmRf+F.8Ig5
101547,Elease,B,Dietrich,4,F,5/14/1989,164817,205-629-8541,Ad?.&s{YRsZik
101548,Eliz,C,Dietz,3,F,07/05/1972,66464,202-819-3883,2uwYEeE\Y
101549,Cathie,I,Dietz,3,F,10/04/1961,119579,270-304-2406,oSYH_4/t&w_
101550,Doris,D,Diggs,2,F,01/10/1959,185817,209-334-5942,8eu|WDX5
101551,Trinidad,A,Diggs,4,M,1/17/1970,114774,802-530-9250,H0v{s^6m#3:5A
101552,Sheree,G,Diggs,3,F,07/06/1974,97078,236-942-1656,F[]YD@aWJ*1ttn
101553,Emilio,L,Dillon,3,M,12/10/1969,141155,405-912-9439,N^uXPrh/*
101554,Tom,Y,Dingle,3,M,11/05/1985,71041,215-658-5871,76c6}-R\z[
101555,Gonzalo,T,Dinkins,2,M,5/18/1995,166299,307-560-1099,H-[x+s!U:8c7Gt
101556,Giovanni,D,Dion,4,M,4/25/1959,81067,209-853-3039,ghIISaQ@UU
101557,Cleveland,Q,Dion,2,M,10/22/1975,107714,209-926-9660,qkbqP+11~/
101558,Milo,L,Dion,3,M,09/02/1972,115425,210-438-2560,nUaS%Ko_ha.
101559,Peggy,I,Dionne,3,F,5/26/1976,87573,218-575-4738,C91hSJo5
101560,Long,Z,Dionne,2,M,10/31/1960,136354,216-571-7039,bkVgz2E/fL_0
101561,Shannon,W,Dionne,1,M,10/30/1964,167124,217-388-9028,ui[F!OP3?*me
101562,Glady,P,Dix,4,F,07/09/1983,194117,215-789-9114,nnIHPPH;g
101563,Viva,R,Dixon,1,F,5/24/1972,138941,479-606-3809,8B]tfauf_YJhPt
101564,Madelaine,J,Do,4,F,2/20/1990,98881,314-526-4558,leE6p6~o
101565,Lance,A,Doan,2,M,6/27/1978,152208,401-310-6382,VNpW_[7ne~Tl
101566,Kathy,M,Dobbins,2,F,1/13/1977,72215,212-838-6734,GX;pCBvwP/Fi
101567,Johnathan,H,Dobbs,4,M,1/22/1974,161614,605-258-5850,stfCr%|LZ4C
101568,Sirena,L,Dobbs,4,F,3/20/1973,162100,210-240-1060,uBA6cu$cqE]Z}
101569,Chang,Q,Dobbs,3,M,3/25/1987,122011,308-953-7494,W7f3}ggAi@rJYio
101570,Brad,U,Dobson,2,M,5/22/1962,160493,319-395-3935,JKtt7:\E
101571,Wilhelmina,J,Dobson,2,F,12/24/1990,96084,209-843-3857,tH:!:;5[
101572,Glinda,Z,Dobson,4,F,12/15/1989,146976,423-530-3436,cN&f3+8MqJd
101573,Warner,Y,Dodds,2,M,04/11/1977,79060,229-678-5748,Ajcd5fMthmP4
101574,Bernice,H,Dodds,3,F,04/12/1973,101772,503-961-9739,6VPn69ysM;<f*NI
101575,Rae,T,Dodge,3,F,6/17/1984,171322,240-620-2781,Pj#z$3oo:RIq<7<
101576,Joette,K,Doe,2,F,11/02/1973,163792,231-977-9663,v$+u>{ObY3\P3S
101577,Santiago,A,Dolan,3,M,09/08/1974,57453,231-693-7443,lVGZX#m27\}8
101578,Nan,C,Doll,4,F,04/07/1959,46667,216-516-3564,j;k+S+5tiao![
101579,Jerry,P,Dollar,4,M,02/01/1974,184985,339-276-3952,MNj4%!4wN
101580,Dillon,Y,Dominguez,3,M,10/22/1963,53198,218-530-8020,2LdirxG@
101581,Patrick,L,Dominquez,3,M,1/19/1972,136037,270-690-0738,j}X$|#fPON
101582,Lester,W,Donahue,2,F,5/19/1995,65751,201-446-9865,Ntzs{z_iC
101583,Aubrey,C,Donahue,2,M,1/27/1971,133621,229-493-3194,A4iezL>+7H?#
101584,Letty,X,Donaldson,2,F,11/21/1961,91413,209-680-7063,x*B~FEAhR
101585,Kaila,T,Donaldson,3,F,6/25/1991,79589,210-347-0452,h8mP/>w^0BZ
101586,Ernesto,C,Donato,2,M,04/05/1986,40418,217-604-8927,k7oVf}On|Gy
101587,Marielle,T,Donato,4,F,5/14/1961,107816,603-756-5086,6qdi*q&}mm+6]
101588,Danilo,X,Donley,2,M,2/24/1990,46951,236-597-0736,NGA*X?8_L
101589,Rachell,Q,Donnell,4,F,12/15/1961,122436,210-852-8979,r3p6}eMWVc.
101590,Lennie,U,Donohue,3,F,9/20/1989,140104,240-555-2343,s}Mn&^kwE
101591,Deshawn,Q,Donohue,2,M,1/15/1983,70373,210-968-8854,S{6e<yD3Nz1l
101592,Josue,I,Donohue,2,M,4/26/1990,58197,217-466-1275,gsZe;mZ[t-.A#f4
101593,Tonette,R,Donohue,3,F,7/25/1991,116075,228-801-4837,o*YBJp]wCF@G6W9
101594,Kristal,C,Donovan,3,F,02/09/1988,46821,239-650-7037,P&U8#uF8Q_
101595,Kathline,K,Donovan,2,F,05/06/1996,169865,229-681-8627,w26oA$*$j\O\^
101596,Glenda,F,Donovan,2,F,9/28/1982,91568,215-668-5946,2LXM^TlP_I|]tx
101597,Emil,B,Dooley,1,M,4/14/1971,99195,270-742-6564,uKwLbE%AV0
101598,Darren,L,Doolittle,3,M,3/31/1976,113924,210-894-0556,1&C>c%t[{\49Fz
101599,Carlota,V,Doran,2,F,5/26/1988,155148,385-549-1554,X7@:Y/N&t-k
101600,Andrew,W,Dorman,2,M,4/28/1972,141982,308-332-4220,tWkbzV%6
101601,Kaitlin,B,Dorman,2,F,7/21/1976,186653,218-585-1466,uiMDheuFl*!t
101602,Autumn,F,Dorman,2,F,10/15/1970,63444,803-357-2820,4Y+Q~5.adEYoRIK
101603,Frankie,Y,Dorris,3,F,6/26/1990,61151,212-846-2733,T/EM\/XITv
101604,Criselda,K,Dortch,3,F,7/17/1960,158767,209-301-7816,2%Ll&?HzOJ6
101605,Dave,M,Doss,4,M,12/21/1980,79805,303-239-6562,U1NAWW9PSWE[
101606,Ahmad,D,Doss,2,M,2/13/1965,177772,236-219-8879,WUtKS_3<61l&&@
101607,Maragret,A,Dougherty,1,F,05/07/1989,178607,270-979-8491,q~oIlZK*;
101608,Rosario,O,Dougherty,4,F,3/23/1994,61696,210-915-0395,kd}D+%mwAN>u
101609,Fidelia,N,Douglas,2,F,11/08/1971,175626,201-989-7172,r9x>Fzx9wv
101610,Eleanore,O,Douglas,4,F,01/02/1982,42271,219-472-5909,ki1E5]&*e+o
101611,Karon,J,Dow,1,F,02/10/1972,118805,217-459-3348,2hZ:vAqQnoe*_BW
101612,Caren,O,Dowdell,4,F,08/04/1964,135177,225-892-7428,a38pMNpk2emvQc
101613,Norberto,A,Dowdell,1,M,10/31/1965,168546,304-604-7416,eH^$\oI]\HHnQ*
101614,Shae,A,Dowdell,3,F,6/23/1968,179721,319-386-5790,g]!sBkRP+F\]6Y
101615,Marc,I,Dowdy,4,M,2/26/1970,179555,210-809-1850,Ge>.bKMjZ6dW]
101616,Cordelia,X,Dowdy,2,F,12/25/1958,191548,217-880-6218,y<RbKrioEV/vT
101617,Manual,M,Downey,1,M,6/15/1980,53324,231-975-5422,3e-hBR&quwh4&or
101618,Deann,K,Downing,2,F,06/12/1971,143381,203-409-2656,N:Ygy$Xp{[;8
101619,Romelia,S,Downs,4,F,6/13/1963,96017,201-973-0904,18+6fsvHk6wM|y
101620,Freeda,J,Downs,1,F,11/25/1975,59476,219-332-8001,cU#1BeP7CXOF68
101621,Michale,Z,Dozier,3,M,3/29/1987,118156,225-388-4856,c\_edVXf
101622,Larhonda,G,Dozier,5,F,01/08/1987,112287,206-229-2748,we_Uppg02
101623,Carisa,N,Drake,3,F,6/21/1996,103137,215-251-8095,vOE82kpexA
101624,Margarett,B,Drayton,2,F,02/07/1982,83974,262-908-6868,w7%.;5*m1
101625,Cecile,F,Driver,3,F,08/08/1981,180045,216-551-7092,myahT]&M
101626,Kurt,X,Driver,3,M,11/26/1971,75403,270-961-9437,sEnf?;.tf
101627,Rogelio,Y,Driver,2,M,8/21/1977,44513,304-529-7166,xtnkI@--F
101628,Bong,H,Driver,3,F,06/12/1973,72799,252-812-0722,gndQB{SQt7y>5L
101629,Buford,D,Driver,2,M,9/13/1958,70595,239-393-2108,u269y|IX-<aY0*
101630,Samual,O,Driver,2,M,01/04/1966,189709,216-754-8864,V1@Twrg%T!:[Dpd
101631,Teodora,V,Drury,2,F,8/24/1962,178643,229-672-5357,o-+#~q7_
101632,Olin,P,Drury,3,M,02/04/1968,73881,218-302-5780,NCFH2-vmE|Z&;
101633,Markita,W,Duarte,4,F,09/03/1981,114742,308-510-4446,3*d7]1R5
101634,Priscila,L,Duarte,2,F,7/16/1965,81152,308-338-7323,MqZY8dqZ
101635,Dania,V,Duarte,4,F,12/06/1970,119264,212-592-5143,Q!/u1v?8O
101636,Iesha,D,Duarte,1,F,12/06/1957,193036,217-574-7454,bgnl%6xC*|P
101637,Lenora,G,Duarte,2,F,11/23/1970,65930,231-513-6001,obxP|Awu#oOL
101638,Zane,W,Dube,1,M,4/22/1962,45998,205-462-2064,1~|e6Fjh
101639,Rosalyn,X,Dubois,1,F,12/07/1994,144786,406-938-1084,VQSE<M3q:{V
101640,Vance,W,Dubois,4,M,3/13/1966,61678,236-566-7251,t;C33rP8jkgt.$
101641,Art,C,Dubose,3,M,5/18/1961,60338,212-529-7921,LB0~yB!Lw<tqF
101642,Fabian,O,Duckworth,4,M,8/25/1966,90906,304-319-7998,1B_^Z?%@~xZ<V
101643,Adalberto,A,Duff,3,M,04/11/1981,172179,209-841-5420,ucZ;O~RcO
101644,German,V,Duff,4,M,7/29/1965,40400,314-539-1252,0YP/!?1J|J]236
101645,Maren,D,Dugan,4,F,1/26/1982,54634,229-844-8602,oEF.yrcM
101646,Michel,V,Dugan,3,M,08/08/1995,86560,270-834-9865,xf;rLW8-~
101647,Jerrod,Q,Dugas,4,M,8/29/1987,122760,505-878-7796,sq_$5JXf
101648,Andrea,Z,Dugas,3,M,09/09/1964,55192,206-791-2014,yc!;j?}S^
101649,Minerva,E,Duke,4,F,01/08/1980,139992,206-734-4747,inBEk+gl~U^aP
101650,Isidro,S,Dulaney,2,M,04/03/1986,178014,802-494-7442,1dt7&?**NbN|H+~
101651,Troy,V,Dumas,4,M,6/23/1994,163723,802-722-5210,jM6eI]fm
101652,Hank,K,Dumas,2,M,10/07/1979,110263,215-912-3605,8{\Tb]SK~;jAS
101653,Marta,E,Dumont,3,F,9/17/1970,109422,217-447-1043,H!~x3CZ5b
101654,Tatum,M,Dumont,1,F,05/12/1963,164069,423-614-6710,f3?kj}%ELCn
101655,Sean,G,Dumont,3,M,4/24/1981,153203,219-921-0483,m1w48E6#6\L+.~@
101656,Abraham,Y,Dunaway,3,M,12/11/1992,153823,423-385-9865,ZtW2nV-~%+Qr;
101657,Reed,X,Duncan,3,M,7/26/1961,109975,203-382-1559,p@H1!u6kI
101658,Randolph,S,Duncan,4,M,5/31/1977,120801,225-399-4274,Z3LH2f{L8S\?
101659,Dominique,S,Duncan,2,M,12/04/1973,90788,229-598-9764,F8Gb@EqYFg/&4
101660,Ozell,N,Dunham,1,F,4/27/1971,103759,405-400-3462,Bt2rxirl>9:f*:
101661,Freddy,I,Dunn,2,M,01/02/1960,132293,270-467-8153,uI3%A1$Cj^
101662,Latoya,A,Dunning,3,F,01/04/1967,40327,316-546-1317,q.[9esD2O
101663,Anderson,L,Dunning,4,M,10/07/1981,151152,209-815-0954,V;$Y7}]$~5K#
101664,Marlin,A,Duong,3,M,2/28/1979,189913,219-940-4620,u4{*-p>t
101665,Chet,Z,Dupre,1,M,3/27/1966,162386,308-330-3403,PdFAt-MC6
101666,Manual,W,Dupuis,3,M,1/15/1978,79066,270-744-3635,n-6EhXrUVGMa!
101667,Aiko,K,Dupuis,2,F,7/14/1980,114136,701-247-1057,9y?L8HcHnw\x&}A
101668,Susannah,Q,Durand,2,F,12/13/1989,127645,239-201-1493,z~1-98v.d8
101669,Maile,Q,Durham,4,F,1/23/1969,121619,236-478-8306,Or&.RQ!;
101670,Cathryn,F,Durham,3,F,05/02/1971,41152,907-641-5776,N2i:]{tnevlPp
101671,Luther,F,Duval,2,M,3/24/1987,92048,479-526-2752,b1znzFX-R5v
101672,Danae,J,Duval,2,F,01/07/1983,193014,210-732-9568,mJvw:#[cc-x
101673,Justin,C,Duvall,1,M,01/10/1974,56095,229-942-7565,S:Cs6JUcj3ROi
101674,Olin,C,Dye,3,M,09/07/1963,114735,239-381-8744,f?O#e|cgv|N%VAd
101675,Kiesha,R,Dye,2,F,10/27/1989,141439,236-404-3745,gWm%s5*t\w&sQMl
101676,Carmon,V,Dykes,3,F,10/11/1975,43477,229-806-0508,y5S~rL>C}
101677,Thurman,P,Dykes,4,M,02/04/1970,70862,210-892-3512,PgwO%5AnMQ
101678,Latashia,N,Dyson,2,F,02/07/1963,101400,505-215-3085,Tn2L{GBYn
101679,Harry,A,Dyson,1,M,02/06/1959,75716,209-787-1719,q%wzqKr-BJDG
101680,Moises,L,Eagle,4,M,2/18/1973,179617,210-212-1720,L?w/jYqTOQ
101681,Bebe,E,Eagle,1,F,3/21/1977,69721,219-909-7253,4yft0ZmoX4Oa*dS
101682,Dina,N,Earls,1,F,10/19/1965,139722,216-949-4337,b*9;CmhT
101683,Lonny,K,Earls,2,M,01/11/1982,156959,229-444-8813,a1O4[n|eq
101684,Billi,Q,Earls,3,F,12/05/1994,181504,208-471-5013,d3#5o^MAi#wk
101685,Sadie,X,Earls,3,F,03/11/1989,52393,479-399-0575,2d|YTXr8{|_gW
101686,Laurene,K,Early,3,F,7/29/1964,179203,480-789-9336,K44#u7;X
101687,Isaac,Z,Earnest,2,M,5/18/1976,92579,405-941-1816,L5tTkXNv
101688,Geraldo,E,Easley,3,M,3/28/1974,84087,210-374-1084,3q\|HQi9{R>IRL
101689,Adolfo,N,Eason,2,M,9/20/1988,166391,210-867-7366,e~R+PCLW
101690,Sammy,Z,Eason,1,M,1/16/1996,149480,201-572-2835,Juk:%s~9.VW\1V
101691,Nancey,H,East,2,F,09/09/1966,189101,219-440-4925,sYMElJq9PHL79
101692,Nathanial,N,Easter,2,M,6/17/1961,160871,218-931-9684,1woopU}{e
101693,Cortez,S,Easter,4,M,11/16/1970,95760,209-609-4452,1ZeEF?Qn+
101694,Eufemia,W,Eastman,2,F,02/08/1982,85066,215-612-4550,hUBnXo@-c{fm
101695,Young,U,Eastman,2,M,04/10/1975,114263,239-790-9209,4>x2[}gSZ^xTcJP
101696,Joann,L,Easton,3,F,08/02/1995,52081,262-999-6671,CpHkUH%H-d@
101697,Celena,V,Eaton,3,F,7/16/1961,93934,480-805-7684,cWu5RC*<}
101698,Laurence,Q,Eaton,3,M,11/16/1983,114871,215-714-0790,yX&{i~[^m
101699,Vanetta,W,Eaton,4,F,8/29/1964,99991,480-504-7531,ac;K1Nd6W7J
101700,Torri,C,Eaves,1,F,7/22/1977,100253,212-729-7804,S%h5M}Cw]A~ID
101701,Johnnie,E,Ebert,2,M,08/02/1962,51233,212-817-8169,N$/bsk>3]?dO
101702,Dortha,Z,Eck,2,F,2/23/1964,179504,215-738-4982,p[Luj>j7Yt
101703,Terry,M,Eckert,3,M,7/17/1968,60768,385-734-2154,B*%U/2txYST@b
101704,Leilani,S,Eddy,4,F,06/01/1967,114913,217-319-1298,1e{oIykXboN;1
101705,Jarrett,J,Eddy,3,M,6/24/1974,46442,218-456-2407,seVNUe4m&&YK/D7
101706,Agustin,W,Eden,3,M,06/05/1961,184585,212-845-0969,pzq<4dDM
101707,Willetta,W,Edgar,2,F,03/12/1972,72890,210-749-4462,vOw?ms[*oPC
101708,German,C,Edmond,2,M,9/16/1976,136334,229-324-7786,Xrj%2:u20Ju7S5$
101709,Keneth,A,Edmonds,3,M,10/20/1959,116521,215-626-5521,KvQ>0h2&/@Uo
101710,Alfonso,B,Edmonds,2,M,4/20/1961,61136,209-706-1658,TPQ_6\JBqO.[T]
101711,Lupe,H,Edmondson,4,M,9/20/1969,120900,304-572-3898,a&TWoo/6{T6C#Ev
101712,Rocio,M,Edward,2,F,8/15/1965,160114,216-498-3681,JA|WQF4s%m~kP[y
101713,Angelique,D,Edwards,2,F,6/22/1979,175216,239-881-4154,4>$vG?i3hvqv]
101714,Arlie,T,Egan,2,M,1/16/1962,64761,303-948-1846,0.$fjI^y!\vA
101715,Jennine,F,Egan,4,F,7/21/1986,55440,215-953-7431,6R~vWXmuRw%!
101716,Laurence,S,Elder,4,M,1/22/1979,74000,239-231-1467,FrBdWmP]
101717,Willian,N,Elizondo,2,M,9/15/1979,75798,239-579-1203,JH#D*fkk@
101718,Malcolm,L,Elizondo,2,M,02/02/1987,198576,202-487-7429,M]z\?9-aC
101719,Deon,B,Elizondo,3,M,8/25/1993,156494,802-758-2397,zjwXbO+UOF<M
101720,Pilar,E,Elkins,2,F,01/09/1983,60757,239-709-7206,T]|h1:K]k
101721,Valerie,I,Elkins,4,F,5/16/1964,100903,216-566-8827,PZ9Kh]Y_OFQDaV
101722,Kendrick,Z,Ellington,4,M,11/28/1981,104286,401-476-7556,c}P]EIL&65
101723,Daryl,V,Elliott,4,M,1/27/1987,121375,201-836-1031,F.Y}kyn!
101724,Ward,F,Elliott,4,M,2/14/1968,149811,505-504-4634,AnviE3w;\Nf
101725,Tiara,A,Elliott,4,F,6/15/1981,49508,210-554-9347,Ran63]!$J_>{
101726,Samara,C,Ellsworth,2,F,10/12/1958,46403,423-487-2978,O_H/xULA
101727,Harlan,P,Ellsworth,4,M,11/06/1964,48314,479-720-9066,4!rm4]+<D
101728,Lecia,F,Ellsworth,2,F,05/11/1990,149650,252-386-8307,H]\q_4pmQ-
101729,Marisa,H,Ellsworth,2,F,10/25/1990,125333,229-517-5242,657E199im|U+
101730,Alyce,I,Ellsworth,1,F,12/02/1986,64616,217-594-1123,NwYNeZlNzA^&-
101731,Ka,K,Ellsworth,2,F,5/27/1968,64529,316-431-6480,bUit<+-mC%M3#n7
101732,Cordell,D,Elmore,4,M,8/25/1968,166928,209-672-8272,FYog<+VbeDq
101733,Pasquale,Z,Elrod,4,M,4/23/1996,176212,405-518-9831,cO{Uw;}w}hh!3J
101734,Ervin,T,Elston,4,M,07/10/1960,86249,405-680-4106,c2siMVx6$_6
101735,Marcelo,O,Ely,2,M,04/01/1986,90048,206-379-8762,lA7&QE]Mi/j]P/
101736,Harry,E,Emanuel,3,M,1/21/1974,127481,405-324-1571,9v|VfPz?]
101737,Desire,F,Emanuel,2,F,01/04/1981,41899,215-958-6412,q|Fn05M3ov
101738,Alden,D,Embry,1,M,09/10/1981,114065,319-464-6469,xrw\.7Xd.
101739,Donny,R,Embry,2,M,8/31/1957,167010,262-808-2506,xSL_r~nYaz5b/~
101740,Tyree,Z,Emerson,4,M,11/21/1982,63122,270-638-8223,mCI>~m7{V
101741,Alfreda,V,Emerson,5,F,12/10/1994,160631,201-265-0781,f@z4.rPf/X
101742,Emilee,D,Emery,5,F,6/18/1967,127052,262-661-9794,jj0uKCopdM
101743,Cruz,T,Emery,3,M,03/04/1978,100547,209-285-6287,jmNhmfrX&pnb
101744,Hugo,E,Engel,4,M,01/03/1986,129289,201-591-7035,Gq-J-T%PeymYo
101745,Han,U,Engel,4,F,1/30/1977,189900,314-820-4449,HUa.ds9>3[2&\#
101746,Brant,X,Engle,3,M,08/06/1993,51233,406-822-9813,5KMGE}Qqr@Fhs
101747,Helga,V,Engle,2,F,3/14/1979,189234,239-566-7725,em04\3/F*Q4%K
101748,Sunni,C,English,2,F,4/21/1971,142049,316-389-7780,7j^cZ6dE1_5
101749,King,D,English,3,M,10/03/1962,184487,216-449-3483,7H_V-xEy~fgbo\
101750,Alvera,X,Ennis,4,F,09/04/1981,148872,203-287-9205,6Qw\x#gfO;.q
101751,Allen,Z,Enright,2,M,1/25/1969,60538,239-213-4551,cFkgs*Dzr
101752,Randal,L,Enright,2,M,8/20/1988,91639,208-677-4292,Wi1J+~\XqlBKd
101753,Victor,I,Enriquez,3,M,11/14/1970,177156,209-756-4225,i8A%ar#.
101754,Salvador,U,Enriquez,3,M,4/25/1995,87554,505-504-0583,G;X&#nia*.
101755,Isaura,B,Epps,2,F,08/10/1978,83440,209-365-9079,qvjbcyB*+
101756,Johnathon,T,Epstein,2,M,4/29/1958,101644,319-712-3681,bjk}1p4MJ8
101757,Jefferson,Y,Epstein,3,M,9/15/1968,139355,314-502-2325,mbv#s46$T.I
101758,Whitley,L,Ernst,2,F,5/19/1966,102704,262-509-6850,GT^1l{.VP;./w
101759,Mark,Q,Ervin,3,M,04/12/1976,198392,212-979-4885,x$0IyNJEXKAXJ8
101760,Krystal,Y,Erwin,3,F,8/18/1967,156720,304-736-9561,n1RfJsNv
101761,Roselia,H,Escalante,2,F,9/27/1959,166844,206-688-9420,n}0-*C@||@U4
101762,Minh,T,Escamilla,4,M,9/19/1994,141796,252-449-5897,JhO*-g^2
101763,Teofila,L,Escobar,4,F,05/11/1993,42421,314-866-0082,3?~L:g{WEhSW.
101764,Darin,J,Eskridge,2,M,11/15/1959,54936,480-338-4968,KQm%mX_7]
101765,Calista,B,Eskridge,4,F,7/14/1987,186674,505-220-9831,p5MMfx6~2tm8%E
101766,Norberto,B,Esparza,3,M,3/19/1982,198639,216-609-7894,wsA$xD3~5{M
101767,Moises,N,Esparza,4,M,8/18/1976,117510,212-753-5106,q&u/Y%%mePL;\
101768,Dionne,M,Espinal,2,F,03/10/1993,105371,210-486-8969,8|q2.B#U-3Fgy
101769,Jake,W,Espinal,3,M,1/19/1959,140108,209-739-8484,oKz3l$S2Q|sY41
101770,See,P,Espinoza,4,F,06/02/1987,81943,270-668-3124,BZw^y6Nlv|teaz
101771,Maricruz,G,Espinoza,2,F,06/12/1995,111366,225-409-2961,cSG8+;8}Nr{Av:
101772,Robert,F,Espinoza,4,M,10/16/1979,82161,314-538-0275,u|nI$subVet]-X
101773,Jackie,W,Esposito,3,M,12/24/1979,77884,339-351-3060,r5uY#Hl-.R!
101774,Hollis,L,Esquivel,2,F,6/21/1978,137024,212-999-0672,7].hU4B{
101775,Luanna,K,Estevez,4,F,12/06/1968,177244,210-579-0447,q>?Vnb]6e#
101776,Marlo,H,Estevez,2,F,07/10/1968,92031,203-427-1144,9oh&I80l*B9
101777,Mason,V,Estrada,2,M,1/21/1978,122277,479-500-6900,u{NrsFYDO:2buG
101778,Huey,S,Ethridge,4,M,6/16/1992,176676,239-436-7688,Dm*LNCdG!W
101779,Jefferson,O,Ethridge,2,M,06/05/1976,138682,406-655-8016,0IYbGx~3w2b<p
101780,Ernie,K,Ethridge,2,M,3/20/1990,156801,212-573-8920,fyKgHD#/0E~r_
101781,Denver,H,Evans,4,M,4/27/1978,83725,210-747-0794,ag/iOGzZ5
101782,Max,F,Evans,2,M,2/24/1961,186308,212-295-3487,U:m}#Zas|N
101783,Leo,D,Everhart,2,F,1/28/1984,58925,228-512-0478,d{xLvZlaCv$8
101784,Titus,I,Everhart,2,M,10/08/1971,183804,215-625-2571,Gns2I|@mC|3wv9
101785,Salvatore,K,Evers,2,M,2/15/1981,185609,212-375-7354,QgP}bpoxLP-GL*
101786,Michel,Z,Ezell,2,M,05/10/1994,82290,231-448-5697,N4Df8>b5uQSb_J
101787,Francisco,J,Ezell,3,M,08/02/1976,74634,505-591-4627,qz<JD[gfBFRqfa
101788,Broderick,W,Fabian,4,M,5/31/1994,117389,212-721-7594,Np-70TOQal
101789,Rodney,K,Fabian,3,M,1/17/1994,61027,319-313-1338,iIkY81fwNphw
101790,Adria,Q,Fagan,4,F,4/14/1994,165203,319-832-8711,8\KpnKm-YX8
101791,Kimi,E,Fahey,2,F,3/27/1987,49875,239-363-1080,gAN#/0D/;N
101792,Rodger,A,Fain,4,M,12/17/1972,186314,210-476-2169,n7aXykjCa
101793,Enedina,W,Fair,3,F,1/19/1981,125705,216-246-5622,EG&Mh0H_
101794,Sol,J,Fair,2,M,5/17/1994,187833,505-657-9852,cO]&qui7[
101795,Annemarie,A,Fair,3,F,06/05/1975,117979,307-446-8745,Mf@1Uv1p{:IPCrx
101796,Deandre,L,Fairchild,3,M,04/02/1996,156573,212-396-2373,KaQ&/*>}*{C
101797,Kina,S,Faison,3,F,12/26/1976,108685,212-239-4645,A:zEY0X/2k
101798,Odell,K,Falk,2,M,7/23/1974,125973,701-270-1931,BWdY7k?syg;Tt[
101799,Alexis,A,Fallon,3,M,04/01/1978,118497,212-694-7454,Iq$a^>t6
101800,Tommy,J,Falls,3,M,6/29/1963,109645,252-829-0275,AOTuoeUl~+iitK
101801,Edward,F,Fannin,2,M,12/21/1975,78849,304-866-3314,xDK$>FY?
101802,Kristi,E,Fanning,3,F,1/18/1966,108648,216-695-5837,TppKM>zqdS{ny3
101803,Jere,U,Farley,3,M,11/04/1963,77403,217-297-1055,cl<}v*v~B55$9~e
101804,Theron,I,Farmer,3,M,5/16/1969,85523,217-297-4629,0qC2c1MJ2H&@
101805,Russell,P,Farr,3,M,06/08/1989,121038,304-934-8336,s@UZ%9uL8<G-~
101806,Sidney,Q,Farrar,4,M,01/09/1962,187337,219-533-5755,vh%xZ#{K}y
101807,Maybell,J,Farrell,2,F,12/13/1957,189598,217-390-5700,P~I5:i[fP
101808,Donald,T,Farris,3,F,04/11/1958,132617,205-959-7879,rX.F{j&]&m&&X
101809,Chris,Q,Farrow,3,F,07/12/1959,66056,405-864-8765,7Bq#?.ve1Kn
101810,Sierra,K,Faulk,1,F,1/30/1968,107417,319-251-7645,iM1{99h}2BDqC
101811,Lloyd,V,Faulkner,3,M,05/07/1994,199683,319-783-2596,s<jeL6\NZwq
101812,Margherita,Z,Fay,3,F,1/14/1976,178824,314-292-2127,RfLWKELvZDr
101813,Kory,O,Fay,2,M,05/05/1979,41578,219-500-4322,xQ6y^/WhGe~Vdt
101814,Shelli,T,Feeney,2,F,10/09/1989,178023,240-863-2426,5LS7DXrYdRWu
101815,Emmanuel,M,Feeney,2,M,2/22/1969,113290,423-823-8942,l?[7kw~4Kd~+
101816,Owen,S,Felder,2,M,2/14/1989,134035,210-762-8580,O6riJo9~Nl>?
101817,Gale,A,Felder,1,M,12/23/1987,191633,209-215-7035,F/z}33wnnB%E<
101818,Roberto,I,Felder,3,M,05/12/1983,54347,205-369-0278,iqHQaq+PM+?^J4
101819,Mozell,E,Feldman,4,F,04/05/1971,71160,314-304-0033,6@Oe^wKA
101820,Devorah,X,Fellows,2,F,3/25/1971,52865,201-814-2763,0xOZTSnT}Y
101821,Janet,G,Fellows,3,F,8/27/1978,197089,216-466-3552,UG70\Tj+O;[
101822,Ronnie,M,Felton,2,M,04/09/1972,100072,252-751-0409,9j^hi5]ScUU.&Z;
101823,Gigi,D,Fenwick,4,F,7/30/1981,175680,229-913-3065,t|u/*f[5n
101824,Hoyt,N,Fernandez,4,M,9/21/1983,95139,236-657-8035,6hd!ejt8#Ot9/
101825,Vinita,A,Ferrara,2,F,07/01/1970,76962,252-732-5271,XB]m_PjKC$
101826,Ricky,Q,Ferraro,4,M,5/31/1992,95042,212-610-7314,Rsbzz{A~M}i
101827,Melynda,C,Ferreira,4,F,03/05/1965,153696,231-370-1945,vEw\\CiDK
101828,Matt,T,Ferreira,1,M,5/23/1958,187163,210-323-8143,8P~+p5q2IEFXK
101829,Geraldo,M,Ferreira,4,M,1/24/1983,184438,215-992-3733,wDYY_W18h54*3
